GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Sichuan-Commercial_PV-118,2050,1500000,15000,.
Sichuan-Commercial_PV-119,2050,1500000,15000,.
Sichuan-Commercial_PV-120,2050,1500000,15000,.
Sichuan-Commercial_PV-121,2050,1500000,15000,.
Sichuan-Gas_CCGT_RC-12695,2050,665600,6400,.
Sichuan-Gas_CCGT_RC-12705,2050,665600,6400,.
Sichuan-Gas_CCGT_RC-12715,2050,665600,6400,.
Sichuan-Gas_CCGT_RC-12725,2050,665600,6400,.
Sichuan-Gas_Combustion_Turbine_RC-13090,2050,484343,4657,.
Sichuan-Nuclear_SMR-13089,2050,4034304,36000,.
Sichuan-Residential_PV-315,2050,2106182,21062,.
Sichuan-Residential_PV-316,2050,2106182,21062,.
Sichuan-Residential_PV-317,2050,2106182,21062,.
Sichuan-Residential_PV-318,2050,2106182,21062,.
Sichuan-Residential_PV-319,2050,2106182,21062,.
Sichuan-Residential_PV-320,2050,2106182,21062,.
Sichuan-Residential_PV-321,2050,2106182,21062,.
Sichuan-Wind-1049,2050,1006838,10028,.
Sichuan-Wind-1066,2050,1006838,10028,.
Sichuan-Wind-1200,2050,1006838,10028,.
Zhejiang-Battery_Storage-11181,2050,1328640,12000,0
Zhejiang-Central_PV-547,2050,1200000,12000,.
Zhejiang-Central_PV-548,2050,1200000,12000,.
Zhejiang-Central_PV-549,2050,1200000,12000,.
Zhejiang-Central_PV-550,2050,1200000,12000,.
Zhejiang-Central_PV-551,2050,1200000,12000,.
Zhejiang-Coal_1000_OT-12063,2050,549787,5044,.
Zhejiang-Coal_1000_RC-12035,2050,578592,5309,.
Zhejiang-Coal_1000_RC-12045,2050,578592,5309,.
Zhejiang-Coal_1000_RC-12071,2050,578592,5309,.
Zhejiang-Coal_1000_RC-12089,2050,578592,5309,.
Zhejiang-Coal_1000_SEA-12055,2050,578584,5309,.
Zhejiang-Coal_1000_SEA-12081,2050,578584,5309,.
Zhejiang-Coal_1000_SEA-12099,2050,578584,5309,.
Zhejiang-Coal_300_OT-12067,2050,591611,5689,.
Zhejiang-Coal_300_RC-12039,2050,630091,6059,.
Zhejiang-Coal_300_RC-12049,2050,630091,6059,.
Zhejiang-Coal_300_RC-12075,2050,630091,6059,.
Zhejiang-Coal_300_RC-12093,2050,630091,6059,.
Zhejiang-Coal_300_SEA-12059,2050,630084,6059,.
Zhejiang-Coal_300_SEA-12085,2050,630084,6059,.
Zhejiang-Coal_300_SEA-12103,2050,630084,6059,.
Zhejiang-Coal_600_OT-12065,2050,572364,5251,.
Zhejiang-Coal_600_RC-12037,2050,582951,5349,.
Zhejiang-Coal_600_RC-12047,2050,582951,5349,.
Zhejiang-Coal_600_RC-12073,2050,582951,5349,.
Zhejiang-Coal_600_RC-12091,2050,582951,5349,.
Zhejiang-Coal_600_SEA-12057,2050,582944,5349,.
Zhejiang-Coal_600_SEA-12083,2050,582944,5349,.
Zhejiang-Coal_600_SEA-12101,2050,582944,5349,.
Zhejiang-Coal_IGCC_RC-12041,2050,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12051,2050,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12077,2050,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12095,2050,1634880,15000,.
Zhejiang-Commercial_PV-147,2050,1500000,15000,.
Zhejiang-Commercial_PV-148,2050,1500000,15000,.
Zhejiang-Commercial_PV-149,2050,1500000,15000,.
Zhejiang-Commercial_PV-150,2050,1500000,15000,.
Zhejiang-Commercial_PV-151,2050,1500000,15000,.
Zhejiang-Gas_CCGT_OT-12069,2050,665600,6400,.
Zhejiang-Gas_CCGT_RC-12043,2050,665600,6400,.
Zhejiang-Gas_CCGT_RC-12053,2050,665600,6400,.
Zhejiang-Gas_CCGT_RC-12079,2050,665600,6400,.
Zhejiang-Gas_CCGT_RC-12097,2050,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12061,2050,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12087,2050,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12105,2050,665600,6400,.
Zhejiang-Gas_Combustion_Turbine_RC-13175,2050,484343,4657,.
Zhejiang-Nuclear_SEA-13131,2050,2140637,18000,.
Zhejiang-Nuclear_SEA-13176,2050,2140637,18000,.
Zhejiang-Nuclear_SMR-13174,2050,4034304,36000,.
Zhejiang-Offshore_Wind-13169,2050,2013675,20057,.
Zhejiang-Residential_PV-347,2050,2106182,21062,.
Zhejiang-Residential_PV-348,2050,2106182,21062,.
Zhejiang-Residential_PV-349,2050,2106182,21062,.
Zhejiang-Residential_PV-350,2050,2106182,21062,.
Zhejiang-Residential_PV-351,2050,2106182,21062,.
Zhejiang-Wind-1048,2050,1006838,10028,.
Zhejiang-Wind-1051,2050,1006838,10028,.
Zhejiang-Wind-1053,2050,1006838,10028,.
Zhejiang-Wind-1054,2050,1006838,10028,.
Zhejiang-Wind-1056,2050,1006838,10028,.
Zhejiang-Wind-1059,2050,1006838,10028,.
Zhejiang-Wind-1061,2050,1006838,10028,.
Zhejiang-Wind-1065,2050,1006838,10028,.
Zhejiang-Wind-1067,2050,1006838,10028,.
Zhejiang-Wind-1157,2050,1006838,10028,.
Anhui-Battery_Storage-11177,2020,1485958,13421,0
Anhui-Central_PV-401,2020,1200000,12000,.
Anhui-Central_PV-402,2020,1200000,12000,.
Anhui-Central_PV-403,2020,1200000,12000,.
Anhui-Central_PV-404,2020,1200000,12000,.
Anhui-Coal_1000_OT-12107,2020,549787,5044,.
Anhui-Coal_1000_RC-12115,2020,578592,5309,.
Anhui-Coal_1000_RC-12125,2020,578592,5309,.
Anhui-Coal_300_OT-12111,2020,591611,5689,.
Anhui-Coal_300_RC-12119,2020,630091,6059,.
Anhui-Coal_300_RC-12129,2020,630091,6059,.
Anhui-Coal_600_OT-12109,2020,572364,5251,.
Anhui-Coal_600_RC-12117,2020,582951,5349,.
Anhui-Coal_600_RC-12127,2020,582951,5349,.
Anhui-Coal_IGCC_RC-12121,2020,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2020,1634880,15000,.
Anhui-Commercial_PV-2,2020,1500000,15000,.
Anhui-Commercial_PV-3,2020,1500000,15000,.
Anhui-Commercial_PV-4,2020,1500000,15000,.
Anhui-Gas_CCGT_OT-12113,2020,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2020,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2020,665600,6400,.
Anhui-Gas_Combustion_Turbine_RC-13107,2020,484343,4657,.
Anhui-Nuclear_SMR-13106,2020,4034304,36000,.
Anhui-Residential_PV-201,2020,2398125,23981,.
Anhui-Residential_PV-202,2020,2398125,23981,.
Anhui-Residential_PV-203,2020,2398125,23981,.
Anhui-Residential_PV-204,2020,2398125,23981,.
Anhui-Wind-1081,2020,1129443,11249,.
Anhui-Wind-1082,2020,1129443,11249,.
Anhui-Wind-1083,2020,1129443,11249,.
Anhui-Wind-1155,2020,1129443,11249,.
Anhui-Wind-1158,2020,1129443,11249,.
Fujian-Battery_Storage-11178,2020,1485958,13421,0
Fujian-Central_PV-407,2020,1200000,12000,.
Fujian-Central_PV-408,2020,1200000,12000,.
Fujian-Central_PV-409,2020,1200000,12000,.
Fujian-Central_PV-410,2020,1200000,12000,.
Fujian-Central_PV-411,2020,1200000,12000,.
Fujian-Central_PV-600,2020,1200000,12000,.
Fujian-Coal_1000_OT-12153,2020,549787,5044,.
Fujian-Coal_1000_RC-12135,2020,578592,5309,.
Fujian-Coal_1000_RC-12161,2020,578592,5309,.
Fujian-Coal_1000_RC-12171,2020,578592,5309,.
Fujian-Coal_1000_SEA-12145,2020,578584,5309,.
Fujian-Coal_1000_SEA-12181,2020,578584,5309,.
Fujian-Coal_300_OT-12157,2020,591611,5689,.
Fujian-Coal_300_RC-12139,2020,630091,6059,.
Fujian-Coal_300_RC-12165,2020,630091,6059,.
Fujian-Coal_300_RC-12175,2020,630091,6059,.
Fujian-Coal_300_SEA-12149,2020,630084,6059,.
Fujian-Coal_300_SEA-12185,2020,630084,6059,.
Fujian-Coal_600_OT-12155,2020,572364,5251,.
Fujian-Coal_600_RC-12137,2020,582951,5349,.
Fujian-Coal_600_RC-12163,2020,582951,5349,.
Fujian-Coal_600_RC-12173,2020,582951,5349,.
Fujian-Coal_600_SEA-12147,2020,582944,5349,.
Fujian-Coal_600_SEA-12183,2020,582944,5349,.
Fujian-Coal_IGCC_RC-12141,2020,1634880,15000,.
Fujian-Coal_IGCC_RC-12167,2020,1634880,15000,.
Fujian-Coal_IGCC_RC-12177,2020,1634880,15000,.
Fujian-Commercial_PV-10,2020,1500000,15000,.
Fujian-Commercial_PV-11,2020,1500000,15000,.
Fujian-Commercial_PV-200,2020,1500000,15000,.
Fujian-Commercial_PV-7,2020,1500000,15000,.
Fujian-Commercial_PV-8,2020,1500000,15000,.
Fujian-Commercial_PV-9,2020,1500000,15000,.
Fujian-Gas_CCGT_OT-12159,2020,665600,6400,.
Fujian-Gas_CCGT_RC-12143,2020,665600,6400,.
Fujian-Gas_CCGT_RC-12169,2020,665600,6400,.
Fujian-Gas_CCGT_RC-12179,2020,665600,6400,.
Fujian-Gas_CCGT_SEA-12151,2020,665600,6400,.
Fujian-Gas_CCGT_SEA-12187,2020,665600,6400,.
Fujian-Gas_Combustion_Turbine_RC-13124,2020,484343,4657,.
Fujian-Nuclear_SEA-13125,2020,2140637,18000,.
Fujian-Nuclear_SEA-13130,2020,2140637,18000,.
Fujian-Nuclear_SMR-13123,2020,4034304,36000,.
Fujian-Offshore_Wind-13118,2020,2183527,21748,.
Fujian-Residential_PV-207,2020,2398125,23981,.
Fujian-Residential_PV-208,2020,2398125,23981,.
Fujian-Residential_PV-209,2020,2398125,23981,.
Fujian-Residential_PV-210,2020,2398125,23981,.
Fujian-Residential_PV-211,2020,2398125,23981,.
Fujian-Residential_PV-400,2020,2398125,23981,.
Fujian-Wind-1021,2020,1129443,11249,.
Fujian-Wind-1022,2020,1129443,11249,.
Fujian-Wind-1024,2020,1129443,11249,.
Fujian-Wind-1029,2020,1129443,11249,.
Fujian-Wind-1035,2020,1129443,11249,.
Fujian-Wind-1042,2020,1129443,11249,.
Fujian-Wind-1044,2020,1129443,11249,.
Jiangsu-Battery_Storage-11179,2020,1485958,13421,0
Jiangsu-Central_PV-474,2020,1200000,12000,.
Jiangsu-Central_PV-475,2020,1200000,12000,.
Jiangsu-Central_PV-476,2020,1200000,12000,.
Jiangsu-Central_PV-477,2020,1200000,12000,.
Jiangsu-Central_PV-478,2020,1200000,12000,.
Jiangsu-Central_PV-570,2020,1200000,12000,.
Jiangsu-Central_PV-571,2020,1200000,12000,.
Jiangsu-Coal_1000_OT-11937,2020,549787,5044,.
Jiangsu-Coal_1000_OT-11955,2020,549787,5044,.
Jiangsu-Coal_1000_OT-11973,2020,549787,5044,.
Jiangsu-Coal_1000_OT-11999,2020,549787,5044,.
Jiangsu-Coal_1000_OT-12017,2020,549787,5044,.
Jiangsu-Coal_1000_RC-11945,2020,578592,5309,.
Jiangsu-Coal_1000_RC-11963,2020,578592,5309,.
Jiangsu-Coal_1000_RC-11981,2020,578592,5309,.
Jiangsu-Coal_1000_RC-12007,2020,578592,5309,.
Jiangsu-Coal_1000_RC-12025,2020,578592,5309,.
Jiangsu-Coal_1000_SEA-11991,2020,578584,5309,.
Jiangsu-Coal_300_OT-11941,2020,591611,5689,.
Jiangsu-Coal_300_OT-11959,2020,591611,5689,.
Jiangsu-Coal_300_OT-11977,2020,591611,5689,.
Jiangsu-Coal_300_OT-12003,2020,591611,5689,.
Jiangsu-Coal_300_OT-12021,2020,591611,5689,.
Jiangsu-Coal_300_RC-11949,2020,630091,6059,.
Jiangsu-Coal_300_RC-11967,2020,630091,6059,.
Jiangsu-Coal_300_RC-11985,2020,630091,6059,.
Jiangsu-Coal_300_RC-12011,2020,630091,6059,.
Jiangsu-Coal_300_RC-12029,2020,630091,6059,.
Jiangsu-Coal_300_SEA-11995,2020,630084,6059,.
Jiangsu-Coal_600_OT-11939,2020,572364,5251,.
Jiangsu-Coal_600_OT-11957,2020,572364,5251,.
Jiangsu-Coal_600_OT-11975,2020,572364,5251,.
Jiangsu-Coal_600_OT-12001,2020,572364,5251,.
Jiangsu-Coal_600_OT-12019,2020,572364,5251,.
Jiangsu-Coal_600_RC-11947,2020,582951,5349,.
Jiangsu-Coal_600_RC-11965,2020,582951,5349,.
Jiangsu-Coal_600_RC-11983,2020,582951,5349,.
Jiangsu-Coal_600_RC-12009,2020,582951,5349,.
Jiangsu-Coal_600_RC-12027,2020,582951,5349,.
Jiangsu-Coal_600_SEA-11993,2020,582944,5349,.
Jiangsu-Coal_IGCC_RC-11951,2020,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11969,2020,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11987,2020,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12013,2020,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12031,2020,1634880,15000,.
Jiangsu-Commercial_PV-129,2020,1500000,15000,.
Jiangsu-Commercial_PV-170,2020,1500000,15000,.
Jiangsu-Commercial_PV-74,2020,1500000,15000,.
Jiangsu-Commercial_PV-75,2020,1500000,15000,.
Jiangsu-Commercial_PV-76,2020,1500000,15000,.
Jiangsu-Commercial_PV-77,2020,1500000,15000,.
Jiangsu-Commercial_PV-78,2020,1500000,15000,.
Jiangsu-Gas_CCGT_OT-11943,2020,665600,6400,.
Jiangsu-Gas_CCGT_OT-11961,2020,665600,6400,.
Jiangsu-Gas_CCGT_OT-11979,2020,665600,6400,.
Jiangsu-Gas_CCGT_OT-12005,2020,665600,6400,.
Jiangsu-Gas_CCGT_OT-12023,2020,665600,6400,.
Jiangsu-Gas_CCGT_RC-11953,2020,665600,6400,.
Jiangsu-Gas_CCGT_RC-11971,2020,665600,6400,.
Jiangsu-Gas_CCGT_RC-11989,2020,665600,6400,.
Jiangsu-Gas_CCGT_RC-12015,2020,665600,6400,.
Jiangsu-Gas_CCGT_RC-12033,2020,665600,6400,.
Jiangsu-Gas_CCGT_SEA-11997,2020,665600,6400,.
Jiangsu-Gas_Combustion_Turbine_RC-13141,2020,484343,4657,.
Jiangsu-Nuclear_SEA-13132,2020,2140637,18000,.
Jiangsu-Nuclear_SMR-13140,2020,4034304,36000,.
Jiangsu-Offshore_Wind-13135,2020,2183527,21748,.
Jiangsu-Residential_PV-274,2020,2398125,23981,.
Jiangsu-Residential_PV-275,2020,2398125,23981,.
Jiangsu-Residential_PV-276,2020,2398125,23981,.
Jiangsu-Residential_PV-277,2020,2398125,23981,.
Jiangsu-Residential_PV-278,2020,2398125,23981,.
Jiangsu-Residential_PV-357,2020,2398125,23981,.
Jiangsu-Residential_PV-370,2020,2398125,23981,.
Jiangsu-Wind-1078,2020,1129443,11249,.
Jiangsu-Wind-1079,2020,1129443,11249,.
Jiangsu-Wind-1080,2020,1129443,11249,.
Jiangsu-Wind-1084,2020,1129443,11249,.
Jiangsu-Wind-1085,2020,1129443,11249,.
Jiangsu-Wind-1088,2020,1129443,11249,.
Jiangsu-Wind-1089,2020,1129443,11249,.
Jiangsu-Wind-1092,2020,1129443,11249,.
Jiangsu-Wind-1093,2020,1129443,11249,.
Jiangsu-Wind-1094,2020,1129443,11249,.
Jiangsu-Wind-1096,2020,1129443,11249,.
Jiangsu-Wind-1159,2020,1129443,11249,.
Shanghai-Battery_Storage-11180,2020,1485958,13421,0
Shanghai-Central_PV-509,2020,1200000,12000,.
Shanghai-Coal_1000_OT-11911,2020,549787,5044,.
Shanghai-Coal_1000_RC-11919,2020,578592,5309,.
Shanghai-Coal_1000_SEA-11929,2020,578584,5309,.
Shanghai-Coal_300_OT-11915,2020,591611,5689,.
Shanghai-Coal_300_RC-11923,2020,630091,6059,.
Shanghai-Coal_300_SEA-11933,2020,630084,6059,.
Shanghai-Coal_600_OT-11913,2020,572364,5251,.
Shanghai-Coal_600_RC-11921,2020,582951,5349,.
Shanghai-Coal_600_SEA-11931,2020,582944,5349,.
Shanghai-Coal_IGCC_RC-11925,2020,1634880,15000,.
Shanghai-Commercial_PV-109,2020,1500000,15000,.
Shanghai-Gas_CCGT_OT-11917,2020,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2020,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2020,665600,6400,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2020,484343,4657,.
Shanghai-Offshore_Wind-13152,2020,2183527,21748,.
Shanghai-Residential_PV-309,2020,2398125,23981,.
Shanghai-Wind-1068,2020,1129443,11249,.
Shanghai-Wind-1069,2020,1129443,11249,.
Shanghai-Wind-1072,2020,1129443,11249,.
Sichuan-Battery_Storage-11176,2020,1485958,13421,0
Sichuan-Central_PV-515,2020,1200000,12000,.
Sichuan-Central_PV-516,2020,1200000,12000,.
Sichuan-Central_PV-517,2020,1200000,12000,.
Sichuan-Central_PV-518,2020,1200000,12000,.
Sichuan-Central_PV-519,2020,1200000,12000,.
Sichuan-Central_PV-520,2020,1200000,12000,.
Sichuan-Central_PV-521,2020,1200000,12000,.
Sichuan-Coal_1000_RC-12687,2020,578592,5309,.
Sichuan-Coal_1000_RC-12697,2020,578592,5309,.
Sichuan-Coal_1000_RC-12707,2020,578592,5309,.
Sichuan-Coal_1000_RC-12717,2020,578592,5309,.
Sichuan-Coal_300_RC-12691,2020,630091,6059,.
Sichuan-Coal_300_RC-12701,2020,630091,6059,.
Sichuan-Coal_300_RC-12711,2020,630091,6059,.
Sichuan-Coal_300_RC-12721,2020,630091,6059,.
Sichuan-Coal_600_RC-12689,2020,582951,5349,.
Sichuan-Coal_600_RC-12699,2020,582951,5349,.
Sichuan-Coal_600_RC-12709,2020,582951,5349,.
Sichuan-Coal_600_RC-12719,2020,582951,5349,.
Sichuan-Coal_IGCC_RC-12693,2020,1634880,15000,.
Sichuan-Coal_IGCC_RC-12703,2020,1634880,15000,.
Sichuan-Coal_IGCC_RC-12713,2020,1634880,15000,.
Sichuan-Coal_IGCC_RC-12723,2020,1634880,15000,.
Sichuan-Commercial_PV-115,2020,1500000,15000,.
Sichuan-Commercial_PV-116,2020,1500000,15000,.
Sichuan-Commercial_PV-117,2020,1500000,15000,.
Sichuan-Commercial_PV-118,2020,1500000,15000,.
Sichuan-Commercial_PV-119,2020,1500000,15000,.
Sichuan-Commercial_PV-120,2020,1500000,15000,.
Sichuan-Commercial_PV-121,2020,1500000,15000,.
Sichuan-Gas_CCGT_RC-12695,2020,665600,6400,.
Sichuan-Gas_CCGT_RC-12705,2020,665600,6400,.
Sichuan-Gas_CCGT_RC-12715,2020,665600,6400,.
Sichuan-Gas_CCGT_RC-12725,2020,665600,6400,.
Sichuan-Gas_Combustion_Turbine_RC-13090,2020,484343,4657,.
Sichuan-Hydro_NonPumped-ep-31036,2020,1342278,3300,.
Sichuan-Nuclear_SMR-13089,2020,4034304,36000,.
Sichuan-Residential_PV-315,2020,2398125,23981,.
Sichuan-Residential_PV-316,2020,2398125,23981,.
Sichuan-Residential_PV-317,2020,2398125,23981,.
Sichuan-Residential_PV-318,2020,2398125,23981,.
Sichuan-Residential_PV-319,2020,2398125,23981,.
Sichuan-Residential_PV-320,2020,2398125,23981,.
Sichuan-Residential_PV-321,2020,2398125,23981,.
Sichuan-Wind-1049,2020,1129443,11249,.
Sichuan-Wind-1066,2020,1129443,11249,.
Sichuan-Wind-1200,2020,1129443,11249,.
Zhejiang-Battery_Storage-11181,2020,1485958,13421,0
Zhejiang-Central_PV-547,2020,1200000,12000,.
Zhejiang-Central_PV-548,2020,1200000,12000,.
Zhejiang-Central_PV-549,2020,1200000,12000,.
Zhejiang-Central_PV-550,2020,1200000,12000,.
Zhejiang-Central_PV-551,2020,1200000,12000,.
Zhejiang-Coal_1000_OT-12063,2020,549787,5044,.
Zhejiang-Coal_1000_RC-12035,2020,578592,5309,.
Zhejiang-Coal_1000_RC-12045,2020,578592,5309,.
Zhejiang-Coal_1000_RC-12071,2020,578592,5309,.
Zhejiang-Coal_1000_RC-12089,2020,578592,5309,.
Zhejiang-Coal_1000_SEA-12055,2020,578584,5309,.
Zhejiang-Coal_1000_SEA-12081,2020,578584,5309,.
Zhejiang-Coal_1000_SEA-12099,2020,578584,5309,.
Zhejiang-Coal_300_OT-12067,2020,591611,5689,.
Zhejiang-Coal_300_RC-12039,2020,630091,6059,.
Zhejiang-Coal_300_RC-12049,2020,630091,6059,.
Zhejiang-Coal_300_RC-12075,2020,630091,6059,.
Zhejiang-Coal_300_RC-12093,2020,630091,6059,.
Zhejiang-Coal_300_SEA-12059,2020,630084,6059,.
Zhejiang-Coal_300_SEA-12085,2020,630084,6059,.
Zhejiang-Coal_300_SEA-12103,2020,630084,6059,.
Zhejiang-Coal_600_OT-12065,2020,572364,5251,.
Zhejiang-Coal_600_RC-12037,2020,582951,5349,.
Zhejiang-Coal_600_RC-12047,2020,582951,5349,.
Zhejiang-Coal_600_RC-12073,2020,582951,5349,.
Zhejiang-Coal_600_RC-12091,2020,582951,5349,.
Zhejiang-Coal_600_SEA-12057,2020,582944,5349,.
Zhejiang-Coal_600_SEA-12083,2020,582944,5349,.
Zhejiang-Coal_600_SEA-12101,2020,582944,5349,.
Zhejiang-Coal_IGCC_RC-12041,2020,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12051,2020,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12077,2020,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12095,2020,1634880,15000,.
Zhejiang-Commercial_PV-147,2020,1500000,15000,.
Zhejiang-Commercial_PV-148,2020,1500000,15000,.
Zhejiang-Commercial_PV-149,2020,1500000,15000,.
Zhejiang-Commercial_PV-150,2020,1500000,15000,.
Zhejiang-Commercial_PV-151,2020,1500000,15000,.
Zhejiang-Gas_CCGT_OT-12069,2020,665600,6400,.
Zhejiang-Gas_CCGT_RC-12043,2020,665600,6400,.
Zhejiang-Gas_CCGT_RC-12053,2020,665600,6400,.
Zhejiang-Gas_CCGT_RC-12079,2020,665600,6400,.
Zhejiang-Gas_CCGT_RC-12097,2020,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12061,2020,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12087,2020,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12105,2020,665600,6400,.
Zhejiang-Gas_Combustion_Turbine_RC-13175,2020,484343,4657,.
Zhejiang-Nuclear_SEA-13131,2020,2140637,18000,.
Zhejiang-Nuclear_SEA-13176,2020,2140637,18000,.
Zhejiang-Nuclear_SMR-13174,2020,4034304,36000,.
Zhejiang-Offshore_Wind-13169,2020,2183527,21748,.
Zhejiang-Residential_PV-347,2020,2398125,23981,.
Zhejiang-Residential_PV-348,2020,2398125,23981,.
Zhejiang-Residential_PV-349,2020,2398125,23981,.
Zhejiang-Residential_PV-350,2020,2398125,23981,.
Zhejiang-Residential_PV-351,2020,2398125,23981,.
Zhejiang-Wind-1048,2020,1129443,11249,.
Zhejiang-Wind-1051,2020,1129443,11249,.
Zhejiang-Wind-1053,2020,1129443,11249,.
Zhejiang-Wind-1054,2020,1129443,11249,.
Zhejiang-Wind-1056,2020,1129443,11249,.
Zhejiang-Wind-1059,2020,1129443,11249,.
Zhejiang-Wind-1061,2020,1129443,11249,.
Zhejiang-Wind-1065,2020,1129443,11249,.
Zhejiang-Wind-1067,2020,1129443,11249,.
Zhejiang-Wind-1157,2020,1129443,11249,.
Anhui-Battery_Storage-11177,2055,1328640,12000,0
Anhui-Central_PV-401,2055,1200000,12000,.
Anhui-Central_PV-402,2055,1200000,12000,.
Anhui-Central_PV-403,2055,1200000,12000,.
Anhui-Central_PV-404,2055,1200000,12000,.
Anhui-Coal_1000_OT-12107,2055,549787,5044,.
Anhui-Coal_1000_RC-12115,2055,578592,5309,.
Anhui-Coal_1000_RC-12125,2055,578592,5309,.
Anhui-Coal_300_OT-12111,2055,591611,5689,.
Anhui-Coal_300_RC-12119,2055,630091,6059,.
Anhui-Coal_300_RC-12129,2055,630091,6059,.
Anhui-Coal_600_OT-12109,2055,572364,5251,.
Anhui-Coal_600_RC-12117,2055,582951,5349,.
Anhui-Coal_600_RC-12127,2055,582951,5349,.
Anhui-Coal_IGCC_RC-12121,2055,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2055,1634880,15000,.
Anhui-Commercial_PV-2,2055,1500000,15000,.
Anhui-Commercial_PV-3,2055,1500000,15000,.
Anhui-Commercial_PV-4,2055,1500000,15000,.
Anhui-Gas_CCGT_OT-12113,2055,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2055,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2055,665600,6400,.
Anhui-Gas_Combustion_Turbine_RC-13107,2055,484343,4657,.
Anhui-Nuclear_SMR-13106,2055,4034304,36000,.
Anhui-Residential_PV-201,2055,2106182,21062,.
Anhui-Residential_PV-202,2055,2106182,21062,.
Anhui-Residential_PV-203,2055,2106182,21062,.
Anhui-Residential_PV-204,2055,2106182,21062,.
Anhui-Wind-1081,2055,1006838,10028,.
Anhui-Wind-1082,2055,1006838,10028,.
Anhui-Wind-1083,2055,1006838,10028,.
Anhui-Wind-1155,2055,1006838,10028,.
Anhui-Wind-1158,2055,1006838,10028,.
Fujian-Battery_Storage-11178,2055,1328640,12000,0
Fujian-Central_PV-407,2055,1200000,12000,.
Fujian-Central_PV-408,2055,1200000,12000,.
Fujian-Central_PV-409,2055,1200000,12000,.
Fujian-Central_PV-410,2055,1200000,12000,.
Fujian-Central_PV-411,2055,1200000,12000,.
Fujian-Central_PV-600,2055,1200000,12000,.
Fujian-Coal_1000_OT-12153,2055,549787,5044,.
Fujian-Coal_1000_RC-12135,2055,578592,5309,.
Fujian-Coal_1000_RC-12161,2055,578592,5309,.
Fujian-Coal_1000_RC-12171,2055,578592,5309,.
Fujian-Coal_1000_SEA-12145,2055,578584,5309,.
Fujian-Coal_1000_SEA-12181,2055,578584,5309,.
Fujian-Coal_300_OT-12157,2055,591611,5689,.
Fujian-Coal_300_RC-12139,2055,630091,6059,.
Fujian-Coal_300_RC-12165,2055,630091,6059,.
Fujian-Coal_300_RC-12175,2055,630091,6059,.
Fujian-Coal_300_SEA-12149,2055,630084,6059,.
Fujian-Coal_300_SEA-12185,2055,630084,6059,.
Fujian-Coal_600_OT-12155,2055,572364,5251,.
Fujian-Coal_600_RC-12137,2055,582951,5349,.
Fujian-Coal_600_RC-12163,2055,582951,5349,.
Fujian-Coal_600_RC-12173,2055,582951,5349,.
Fujian-Coal_600_SEA-12147,2055,582944,5349,.
Fujian-Coal_600_SEA-12183,2055,582944,5349,.
Fujian-Coal_IGCC_RC-12141,2055,1634880,15000,.
Fujian-Coal_IGCC_RC-12167,2055,1634880,15000,.
Fujian-Coal_IGCC_RC-12177,2055,1634880,15000,.
Fujian-Commercial_PV-10,2055,1500000,15000,.
Fujian-Commercial_PV-11,2055,1500000,15000,.
Fujian-Commercial_PV-200,2055,1500000,15000,.
Fujian-Commercial_PV-7,2055,1500000,15000,.
Fujian-Commercial_PV-8,2055,1500000,15000,.
Fujian-Commercial_PV-9,2055,1500000,15000,.
Fujian-Gas_CCGT_OT-12159,2055,665600,6400,.
Fujian-Gas_CCGT_RC-12143,2055,665600,6400,.
Fujian-Gas_CCGT_RC-12169,2055,665600,6400,.
Fujian-Gas_CCGT_RC-12179,2055,665600,6400,.
Fujian-Gas_CCGT_SEA-12151,2055,665600,6400,.
Fujian-Gas_CCGT_SEA-12187,2055,665600,6400,.
Fujian-Gas_Combustion_Turbine_RC-13124,2055,484343,4657,.
Fujian-Nuclear_SEA-13125,2055,2140637,18000,.
Fujian-Nuclear_SEA-13130,2055,2140637,18000,.
Fujian-Nuclear_SMR-13123,2055,4034304,36000,.
